image_id,domain,split,image_path
2015-10-19 07_19_00,B (Winter),test,testB/2015-10-19 07_19_00.jpg
2015-10-20 16_32_59,B (Winter),train,trainB/2015-10-20 16_32_59.jpg
2015-10-27 21_01_02,A (Summer),train,trainA/2015-10-27 21_01_02.jpg
2015-11-07 17_11_13,B (Winter),train,trainB/2015-11-07 17_11_13.jpg
2015-11-15 21_03_17,B (Winter),train,trainB/2015-11-15 21_03_17.jpg
2015-11-18 02_37_24,A (Summer),train,trainA/2015-11-18 02_37_24.jpg
2015-11-18 11_38_09,A (Summer),train,trainA/2015-11-18 11_38_09.jpg
2015-11-18 17_37_27,A (Summer),train,trainA/2015-11-18 17_37_27.jpg
2015-11-18 20_22_09,B (Winter),train,trainB/2015-11-18 20_22_09.jpg
2015-11-21 21_00_23,B (Winter),train,trainB/2015-11-21 21_00_23.jpg
2015-11-22 00_56_39,A (Summer),train,trainA/2015-11-22 00_56_39.jpg
2015-11-24 13_27_40,B (Winter),test,testB/2015-11-24 13_27_40.jpg
2015-11-25 18_10_15,B (Winter),train,trainB/2015-11-25 18_10_15.jpg
2015-11-25 21_09_53,A (Summer),train,trainA/2015-11-25 21_09_53.jpg
2015-11-26 18_17_01,B (Winter),test,testB/2015-11-26 18_17_01.jpg
2015-11-27 19_32_30,B (Winter),test,testB/2015-11-27 19_32_30.jpg
2015-11-28 08_50_36,B (Winter),train,trainB/2015-11-28 08_50_36.jpg
2015-11-28 11_56_01,B (Winter),test,testB/2015-11-28 11_56_01.jpg
2015-11-28 13_45_58,B (Winter),train,trainB/2015-11-28 13_45_58.jpg
2015-11-28 14_31_41,B (Winter),test,testB/2015-11-28 14_31_41.jpg
2015-11-29 03_48_37,B (Winter),train,trainB/2015-11-29 03_48_37.jpg
2015-11-29 08_50_22,B (Winter),train,trainB/2015-11-29 08_50_22.jpg
2015-11-29 16_03_22,B (Winter),train,trainB/2015-11-29 16_03_22.jpg
2015-11-29 18_00_49,B (Winter),train,trainB/2015-11-29 18_00_49.jpg
2015-11-29 23_48_16,B (Winter),train,trainB/2015-11-29 23_48_16.jpg
2015-11-30 07_50_42,B (Winter),train,trainB/2015-11-30 07_50_42.jpg
2015-11-30 16_48_38,B (Winter),train,trainB/2015-11-30 16_48_38.jpg
2015-11-30 21_45_35,B (Winter),train,trainB/2015-11-30 21_45_35.jpg
2015-11-30 21_59_34,B (Winter),train,trainB/2015-11-30 21_59_34.jpg
2015-12-01 18_56_31,B (Winter),test,testB/2015-12-01 18_56_31.jpg
2015-12-04 09_58_10,B (Winter),test,testB/2015-12-04 09_58_10.jpg
2015-12-04 23_02_30,B (Winter),test,testB/2015-12-04 23_02_30.jpg
2015-12-06 19_22_20,B (Winter),test,testB/2015-12-06 19_22_20.jpg
2015-12-07 19_12_18,B (Winter),train,trainB/2015-12-07 19_12_18.jpg
2015-12-09 18_26_20,B (Winter),test,testB/2015-12-09 18_26_20.jpg
2015-12-10 08_33_16,A (Summer),train,trainA/2015-12-10 08_33_16.jpg
2015-12-11 08_46_51,B (Winter),test,testB/2015-12-11 08_46_51.jpg
2015-12-12 18_59_35,B (Winter),train,trainB/2015-12-12 18_59_35.jpg
2015-12-13 23_46_59,B (Winter),train,trainB/2015-12-13 23_46_59.jpg
2015-12-14 08_58_08,B (Winter),train,trainB/2015-12-14 08_58_08.jpg
2015-12-14 19_22_50,B (Winter),test,testB/2015-12-14 19_22_50.jpg
2015-12-15 16_57_58,B (Winter),train,trainB/2015-12-15 16_57_58.jpg
2015-12-15 17_49_19,B (Winter),train,trainB/2015-12-15 17_49_19.jpg
2015-12-16 00_47_47,B (Winter),train,trainB/2015-12-16 00_47_47.jpg
2015-12-16 08_32_11,B (Winter),test,testB/2015-12-16 08_32_11.jpg
2015-12-16 14_22_35,B (Winter),train,trainB/2015-12-16 14_22_35.jpg
2015-12-16 23_01_09,B (Winter),train,trainB/2015-12-16 23_01_09.jpg
2015-12-17 00_06_06,B (Winter),train,trainB/2015-12-17 00_06_06.jpg
2015-12-17 20_44_37,B (Winter),train,trainB/2015-12-17 20_44_37.jpg
2015-12-18 11_42_10,B (Winter),test,testB/2015-12-18 11_42_10.jpg
2015-12-19 11_48_57,B (Winter),train,trainB/2015-12-19 11_48_57.jpg
2015-12-19 18_41_51,B (Winter),test,testB/2015-12-19 18_41_51.jpg
2015-12-20 21_55_16,B (Winter),train,trainB/2015-12-20 21_55_16.jpg
2015-12-21 05_22_47,B (Winter),train,trainB/2015-12-21 05_22_47.jpg
2015-12-21 07_52_16,B (Winter),train,trainB/2015-12-21 07_52_16.jpg
2015-12-23 20_24_21,B (Winter),test,testB/2015-12-23 20_24_21.jpg
2015-12-24 05_49_26,B (Winter),train,trainB/2015-12-24 05_49_26.jpg
2015-12-24 05_50_23,B (Winter),train,trainB/2015-12-24 05_50_23.jpg
2015-12-25 15_48_39,B (Winter),train,trainB/2015-12-25 15_48_39.jpg
2015-12-25 23_31_32,B (Winter),train,trainB/2015-12-25 23_31_32.jpg
2015-12-27 00_46_41,B (Winter),test,testB/2015-12-27 00_46_41.jpg
2015-12-27 22_03_08,B (Winter),train,trainB/2015-12-27 22_03_08.jpg
2015-12-28 07_27_51,B (Winter),test,testB/2015-12-28 07_27_51.jpg
2015-12-28 10_04_02,B (Winter),train,trainB/2015-12-28 10_04_02.jpg
2015-12-28 14_14_08,B (Winter),train,trainB/2015-12-28 14_14_08.jpg
2015-12-28 15_49_17,A (Summer),train,trainA/2015-12-28 15_49_17.jpg
2015-12-28 17_44_20,B (Winter),test,testB/2015-12-28 17_44_20.jpg
2015-12-28 22_36_42,B (Winter),train,trainB/2015-12-28 22_36_42.jpg
2015-12-29 09_17_29,B (Winter),train,trainB/2015-12-29 09_17_29.jpg
2015-12-29 20_03_15,B (Winter),train,trainB/2015-12-29 20_03_15.jpg
2015-12-30 16_46_15,B (Winter),train,trainB/2015-12-30 16_46_15.jpg
2015-12-30 22_13_45,B (Winter),train,trainB/2015-12-30 22_13_45.jpg
2015-12-31 11_21_16,B (Winter),train,trainB/2015-12-31 11_21_16.jpg
2015-12-31 14_54_20,B (Winter),test,testB/2015-12-31 14_54_20.jpg
2015-12-31 17_23_30,B (Winter),test,testB/2015-12-31 17_23_30.jpg
2015-12-31 21_59_06,B (Winter),train,trainB/2015-12-31 21_59_06.jpg
2015-12-31 23_29_24,B (Winter),train,trainB/2015-12-31 23_29_24.jpg
2016-01-01 10_04_47,B (Winter),train,trainB/2016-01-01 10_04_47.jpg
2016-01-01 11_05_14,B (Winter),train,trainB/2016-01-01 11_05_14.jpg
2016-01-01 15_10_44,B (Winter),train,trainB/2016-01-01 15_10_44.jpg
2016-01-01 17_34_26,B (Winter),train,trainB/2016-01-01 17_34_26.jpg
2016-01-02 01_45_01,B (Winter),test,testB/2016-01-02 01_45_01.jpg
2016-01-02 10_02_43,B (Winter),train,trainB/2016-01-02 10_02_43.jpg
2016-01-02 17_41_03,B (Winter),train,trainB/2016-01-02 17_41_03.jpg
2016-01-02 17_44_57,B (Winter),train,trainB/2016-01-02 17_44_57.jpg
2016-01-02 18_34_07,B (Winter),train,trainB/2016-01-02 18_34_07.jpg
2016-01-02 20_02_35,B (Winter),train,trainB/2016-01-02 20_02_35.jpg
2016-01-02 20_15_00,B (Winter),test,testB/2016-01-02 20_15_00.jpg
2016-01-02 20_41_44,B (Winter),train,trainB/2016-01-02 20_41_44.jpg
2016-01-02 23_55_27,B (Winter),train,trainB/2016-01-02 23_55_27.jpg
2016-01-03 01_15_50,B (Winter),test,testB/2016-01-03 01_15_50.jpg
2016-01-03 10_14_13,B (Winter),train,trainB/2016-01-03 10_14_13.jpg
2016-01-03 19_24_52,B (Winter),train,trainB/2016-01-03 19_24_52.jpg
2016-01-03 21_23_32,B (Winter),train,trainB/2016-01-03 21_23_32.jpg
2016-01-03 21_25_29,B (Winter),train,trainB/2016-01-03 21_25_29.jpg
2016-01-04 00_30_14,B (Winter),train,trainB/2016-01-04 00_30_14.jpg
2016-01-04 05_43_14,B (Winter),train,trainB/2016-01-04 05_43_14.jpg
2016-01-04 11_56_07,B (Winter),train,trainB/2016-01-04 11_56_07.jpg
2016-01-04 20_19_13,B (Winter),train,trainB/2016-01-04 20_19_13.jpg
2016-01-04 22_12_14,B (Winter),train,trainB/2016-01-04 22_12_14.jpg
2016-01-05 10_52_21,B (Winter),test,testB/2016-01-05 10_52_21.jpg
2016-01-05 13_41_30,B (Winter),test,testB/2016-01-05 13_41_30.jpg
2016-01-05 16_10_28,B (Winter),train,trainB/2016-01-05 16_10_28.jpg
2016-01-05 20_55_38,B (Winter),train,trainB/2016-01-05 20_55_38.jpg
2016-01-06 08_18_54,B (Winter),train,trainB/2016-01-06 08_18_54.jpg
2016-01-06 17_58_44,B (Winter),train,trainB/2016-01-06 17_58_44.jpg
2016-01-06 22_47_08,B (Winter),train,trainB/2016-01-06 22_47_08.jpg
2016-01-06 23_56_49,B (Winter),train,trainB/2016-01-06 23_56_49.jpg
2016-01-07 03_23_22,B (Winter),train,trainB/2016-01-07 03_23_22.jpg
2016-01-07 13_26_46,B (Winter),train,trainB/2016-01-07 13_26_46.jpg
2016-01-07 22_21_43,B (Winter),train,trainB/2016-01-07 22_21_43.jpg
2016-01-08 12_38_15,B (Winter),train,trainB/2016-01-08 12_38_15.jpg
2016-01-09 10_43_01,B (Winter),test,testB/2016-01-09 10_43_01.jpg
2016-01-09 22_24_57,B (Winter),train,trainB/2016-01-09 22_24_57.jpg
2016-01-10 01_31_41,B (Winter),test,testB/2016-01-10 01_31_41.jpg
2016-01-10 20_11_01,B (Winter),test,testB/2016-01-10 20_11_01.jpg
2016-01-11 11_14_14,B (Winter),train,trainB/2016-01-11 11_14_14.jpg
2016-01-11 11_32_08,B (Winter),train,trainB/2016-01-11 11_32_08.jpg
2016-01-11 21_31_39,B (Winter),train,trainB/2016-01-11 21_31_39.jpg
2016-01-12 09_34_33,B (Winter),train,trainB/2016-01-12 09_34_33.jpg
2016-01-12 10_28_40,B (Winter),test,testB/2016-01-12 10_28_40.jpg
2016-01-12 20_58_51,B (Winter),test,testB/2016-01-12 20_58_51.jpg
2016-01-12 22_10_37,B (Winter),train,trainB/2016-01-12 22_10_37.jpg
2016-01-12 23_55_04,B (Winter),train,trainB/2016-01-12 23_55_04.jpg
2016-01-15 12_03_33,B (Winter),train,trainB/2016-01-15 12_03_33.jpg
2016-01-16 21_04_17,B (Winter),train,trainB/2016-01-16 21_04_17.jpg
2016-01-17 00_42_47,B (Winter),train,trainB/2016-01-17 00_42_47.jpg
2016-01-17 11_23_02,B (Winter),train,trainB/2016-01-17 11_23_02.jpg
2016-01-17 11_50_13,B (Winter),train,trainB/2016-01-17 11_50_13.jpg
2016-01-17 22_27_37,A (Summer),train,trainA/2016-01-17 22_27_37.jpg
2016-01-18 16_49_12,B (Winter),train,trainB/2016-01-18 16_49_12.jpg
2016-01-18 16_59_49,B (Winter),train,trainB/2016-01-18 16_59_49.jpg
2016-01-19 14_55_18,B (Winter),train,trainB/2016-01-19 14_55_18.jpg
2016-01-19 15_33_31,B (Winter),test,testB/2016-01-19 15_33_31.jpg
2016-01-19 21_21_59,B (Winter),train,trainB/2016-01-19 21_21_59.jpg
2016-01-19 22_40_27,B (Winter),train,trainB/2016-01-19 22_40_27.jpg
2016-01-20 00_19_17,B (Winter),train,trainB/2016-01-20 00_19_17.jpg
2016-01-20 08_46_44,B (Winter),train,trainB/2016-01-20 08_46_44.jpg
2016-01-20 23_07_06,B (Winter),train,trainB/2016-01-20 23_07_06.jpg
2016-01-21 10_05_04,B (Winter),train,trainB/2016-01-21 10_05_04.jpg
2016-01-22 14_09_31,B (Winter),test,testB/2016-01-22 14_09_31.jpg
2016-01-23 09_16_20,B (Winter),test,testB/2016-01-23 09_16_20.jpg
2016-01-23 10_56_23,B (Winter),train,trainB/2016-01-23 10_56_23.jpg
2016-01-23 12_03_22,B (Winter),train,trainB/2016-01-23 12_03_22.jpg
2016-01-24 12_40_23,B (Winter),train,trainB/2016-01-24 12_40_23.jpg
2016-01-24 16_17_40,B (Winter),test,testB/2016-01-24 16_17_40.jpg
2016-01-25 22_43_46,B (Winter),train,trainB/2016-01-25 22_43_46.jpg
2016-01-26 07_40_40,B (Winter),test,testB/2016-01-26 07_40_40.jpg
2016-01-26 21_15_33,B (Winter),train,trainB/2016-01-26 21_15_33.jpg
2016-01-26 21_39_53,B (Winter),train,trainB/2016-01-26 21_39_53.jpg
2016-01-26 21_56_43,B (Winter),train,trainB/2016-01-26 21_56_43.jpg
2016-01-27 10_55_50,B (Winter),test,testB/2016-01-27 10_55_50.jpg
2016-01-27 18_40_23,B (Winter),train,trainB/2016-01-27 18_40_23.jpg
2016-01-28 07_07_48,B (Winter),train,trainB/2016-01-28 07_07_48.jpg
2016-01-28 16_08_15,B (Winter),train,trainB/2016-01-28 16_08_15.jpg
2016-01-28 19_01_47,B (Winter),train,trainB/2016-01-28 19_01_47.jpg
2016-01-29 02_53_44,B (Winter),train,trainB/2016-01-29 02_53_44.jpg
2016-01-30 14_01_12,B (Winter),train,trainB/2016-01-30 14_01_12.jpg
2016-01-31 03_25_26,A (Summer),train,trainA/2016-01-31 03_25_26.jpg
2016-02-02 00_50_53,A (Summer),train,trainA/2016-02-02 00_50_53.jpg
2016-02-02 10_21_46,B (Winter),train,trainB/2016-02-02 10_21_46.jpg
2016-02-03 17_20_26,B (Winter),train,trainB/2016-02-03 17_20_26.jpg
2016-02-04 14_41_51,B (Winter),test,testB/2016-02-04 14_41_51.jpg
2016-02-04 14_56_03,B (Winter),train,trainB/2016-02-04 14_56_03.jpg
2016-02-05 12_04_06,B (Winter),train,trainB/2016-02-05 12_04_06.jpg
2016-02-05 16_11_18,B (Winter),train,trainB/2016-02-05 16_11_18.jpg
2016-02-05 17_35_37,B (Winter),train,trainB/2016-02-05 17_35_37.jpg
2016-02-06 16_37_12,B (Winter),train,trainB/2016-02-06 16_37_12.jpg
2016-02-06 19_54_15,B (Winter),train,trainB/2016-02-06 19_54_15.jpg
2016-02-06 23_32_28,B (Winter),train,trainB/2016-02-06 23_32_28.jpg
2016-02-07 21_19_55,B (Winter),train,trainB/2016-02-07 21_19_55.jpg
2016-02-09 11_22_15,B (Winter),train,trainB/2016-02-09 11_22_15.jpg
2016-02-10 10_18_27,B (Winter),train,trainB/2016-02-10 10_18_27.jpg
2016-02-10 20_36_25,B (Winter),train,trainB/2016-02-10 20_36_25.jpg
2016-02-10 21_18_43,A (Summer),train,trainA/2016-02-10 21_18_43.jpg
2016-02-11 08_52_10,B (Winter),test,testB/2016-02-11 08_52_10.jpg
2016-02-11 10_37_00,B (Winter),test,testB/2016-02-11 10_37_00.jpg
2016-02-12 08_54_31,B (Winter),test,testB/2016-02-12 08_54_31.jpg
2016-02-13 19_17_25,B (Winter),train,trainB/2016-02-13 19_17_25.jpg
2016-02-15 16_35_44,B (Winter),train,trainB/2016-02-15 16_35_44.jpg
2016-02-17 22_53_19,B (Winter),train,trainB/2016-02-17 22_53_19.jpg
2016-02-18 11_16_07,B (Winter),train,trainB/2016-02-18 11_16_07.jpg
2016-02-18 18_25_06,B (Winter),train,trainB/2016-02-18 18_25_06.jpg
2016-02-19 09_14_03,B (Winter),train,trainB/2016-02-19 09_14_03.jpg
2016-02-20 14_54_19,B (Winter),train,trainB/2016-02-20 14_54_19.jpg
2016-02-21 13_33_34,B (Winter),train,trainB/2016-02-21 13_33_34.jpg
2016-02-22 12_24_27,B (Winter),train,trainB/2016-02-22 12_24_27.jpg
2016-02-22 14_22_55,B (Winter),train,trainB/2016-02-22 14_22_55.jpg
2016-02-22 21_55_38,B (Winter),train,trainB/2016-02-22 21_55_38.jpg
2016-02-24 20_55_29,B (Winter),train,trainB/2016-02-24 20_55_29.jpg
2016-02-24 22_02_31,B (Winter),test,testB/2016-02-24 22_02_31.jpg
2016-02-25 08_21_05,B (Winter),train,trainB/2016-02-25 08_21_05.jpg
2016-02-25 22_17_37,B (Winter),train,trainB/2016-02-25 22_17_37.jpg
2016-02-27 00_35_04,B (Winter),train,trainB/2016-02-27 00_35_04.jpg
2016-02-27 07_39_07,B (Winter),train,trainB/2016-02-27 07_39_07.jpg
2016-02-27 14_12_47,B (Winter),train,trainB/2016-02-27 14_12_47.jpg
2016-02-27 19_30_10,B (Winter),test,testB/2016-02-27 19_30_10.jpg
2016-02-28 04_04_00,B (Winter),test,testB/2016-02-28 04_04_00.jpg
2016-02-28 13_57_03,B (Winter),train,trainB/2016-02-28 13_57_03.jpg
2016-02-28 16_45_02,B (Winter),train,trainB/2016-02-28 16_45_02.jpg
2016-02-28 18_19_11,B (Winter),test,testB/2016-02-28 18_19_11.jpg
2016-02-28 23_49_50,B (Winter),test,testB/2016-02-28 23_49_50.jpg
2016-02-28 23_50_31,B (Winter),test,testB/2016-02-28 23_50_31.jpg
2016-03-03 21_09_28,B (Winter),train,trainB/2016-03-03 21_09_28.jpg
2016-03-04 16_21_31,B (Winter),test,testB/2016-03-04 16_21_31.jpg
2016-03-05 14_40_26,B (Winter),train,trainB/2016-03-05 14_40_26.jpg
2016-03-05 22_29_46,B (Winter),train,trainB/2016-03-05 22_29_46.jpg
2016-03-07 20_57_45,B (Winter),train,trainB/2016-03-07 20_57_45.jpg
2016-03-11 22_19_10,B (Winter),test,testB/2016-03-11 22_19_10.jpg
2016-03-12 09_07_43,B (Winter),train,trainB/2016-03-12 09_07_43.jpg
2016-03-17 21_53_00,B (Winter),test,testB/2016-03-17 21_53_00.jpg
2016-03-22 16_19_04,B (Winter),train,trainB/2016-03-22 16_19_04.jpg
2016-03-23 18_04_35,B (Winter),train,trainB/2016-03-23 18_04_35.jpg
2016-03-24 00_14_35,B (Winter),train,trainB/2016-03-24 00_14_35.jpg
2016-03-24 11_32_35,B (Winter),train,trainB/2016-03-24 11_32_35.jpg
2016-03-31 08_44_48,B (Winter),train,trainB/2016-03-31 08_44_48.jpg
2016-04-01 00_20_22,B (Winter),train,trainB/2016-04-01 00_20_22.jpg
2016-04-03 13_44_26,B (Winter),train,trainB/2016-04-03 13_44_26.jpg
2016-04-03 13_54_34,B (Winter),train,trainB/2016-04-03 13_54_34.jpg
2016-04-04 09_26_00,B (Winter),test,testB/2016-04-04 09_26_00.jpg
2016-04-06 11_11_37,B (Winter),train,trainB/2016-04-06 11_11_37.jpg
2016-04-07 15_55_58,A (Summer),train,trainA/2016-04-07 15_55_58.jpg
2016-04-08 05_27_23,A (Summer),train,trainA/2016-04-08 05_27_23.jpg
2016-04-08 18_26_12,B (Winter),train,trainB/2016-04-08 18_26_12.jpg
2016-04-08 18_56_09,B (Winter),train,trainB/2016-04-08 18_56_09.jpg
2016-04-10 11_42_57,B (Winter),train,trainB/2016-04-10 11_42_57.jpg
2016-04-18 17_51_14,B (Winter),train,trainB/2016-04-18 17_51_14.jpg
2016-04-21 02_35_03,B (Winter),train,trainB/2016-04-21 02_35_03.jpg
2016-04-21 22_34_14,B (Winter),train,trainB/2016-04-21 22_34_14.jpg
2016-04-26 19_36_34,B (Winter),train,trainB/2016-04-26 19_36_34.jpg
2016-04-30 03_57_38,A (Summer),train,trainA/2016-04-30 03_57_38.jpg
2016-05-05 09_36_26,B (Winter),train,trainB/2016-05-05 09_36_26.jpg
2016-05-05 19_39_08,B (Winter),train,trainB/2016-05-05 19_39_08.jpg
2016-05-06 02_43_09,B (Winter),train,trainB/2016-05-06 02_43_09.jpg
2016-05-06 17_42_46,B (Winter),train,trainB/2016-05-06 17_42_46.jpg
2016-05-09 15_31_29,B (Winter),train,trainB/2016-05-09 15_31_29.jpg
2016-05-10 15_33_51,B (Winter),test,testB/2016-05-10 15_33_51.jpg
2016-05-12 05_33_38,B (Winter),train,trainB/2016-05-12 05_33_38.jpg
2016-05-12 17_00_00,B (Winter),test,testB/2016-05-12 17_00_00.jpg
2016-05-14 14_26_10,B (Winter),test,testB/2016-05-14 14_26_10.jpg
2016-05-15 10_56_50,B (Winter),test,testB/2016-05-15 10_56_50.jpg
2016-05-15 14_34_51,B (Winter),test,testB/2016-05-15 14_34_51.jpg
2016-05-15 14_54_07,A (Summer),train,trainA/2016-05-15 14_54_07.jpg
2016-05-16 12_12_26,A (Summer),train,trainA/2016-05-16 12_12_26.jpg
2016-05-16 22_12_32,A (Summer),train,trainA/2016-05-16 22_12_32.jpg
2016-05-16 22_56_44,A (Summer),train,trainA/2016-05-16 22_56_44.jpg
2016-05-17 01_00_57,A (Summer),train,trainA/2016-05-17 01_00_57.jpg
2016-05-17 14_48_51,B (Winter),test,testB/2016-05-17 14_48_51.jpg
2016-05-17 16_04_59,A (Summer),train,trainA/2016-05-17 16_04_59.jpg
2016-05-17 22_39_30,B (Winter),test,testB/2016-05-17 22_39_30.jpg
2016-05-18 04_41_48,A (Summer),train,trainA/2016-05-18 04_41_48.jpg
2016-05-18 15_31_23,A (Summer),train,trainA/2016-05-18 15_31_23.jpg
2016-05-18 19_44_23,A (Summer),train,trainA/2016-05-18 19_44_23.jpg
2016-05-19 17_29_45,A (Summer),train,trainA/2016-05-19 17_29_45.jpg
2016-05-19 18_10_05,A (Summer),train,trainA/2016-05-19 18_10_05.jpg
2016-05-20 05_14_03,A (Summer),train,trainA/2016-05-20 05_14_03.jpg
2016-05-21 00_48_51,B (Winter),test,testB/2016-05-21 00_48_51.jpg
2016-05-21 13_24_41,B (Winter),test,testB/2016-05-21 13_24_41.jpg
2016-05-21 16_54_38,A (Summer),train,trainA/2016-05-21 16_54_38.jpg
2016-05-21 19_12_03,A (Summer),train,trainA/2016-05-21 19_12_03.jpg
2016-05-21 20_56_35,A (Summer),train,trainA/2016-05-21 20_56_35.jpg
2016-05-22 06_23_47,A (Summer),train,trainA/2016-05-22 06_23_47.jpg
2016-05-22 20_01_19,A (Summer),train,trainA/2016-05-22 20_01_19.jpg
2016-05-23 02_43_04,A (Summer),train,trainA/2016-05-23 02_43_04.jpg
2016-05-23 16_57_14,A (Summer),train,trainA/2016-05-23 16_57_14.jpg
2016-05-24 03_36_53,B (Winter),train,trainB/2016-05-24 03_36_53.jpg
2016-05-24 03_45_20,B (Winter),test,testB/2016-05-24 03_45_20.jpg
2016-05-24 20_53_06,A (Summer),train,trainA/2016-05-24 20_53_06.jpg
2016-05-24 21_31_13,B (Winter),train,trainB/2016-05-24 21_31_13.jpg
2016-05-25 16_08_05,A (Summer),train,trainA/2016-05-25 16_08_05.jpg
2016-05-25 19_38_46,A (Summer),train,trainA/2016-05-25 19_38_46.jpg
2016-05-26 11_38_38,A (Summer),train,trainA/2016-05-26 11_38_38.jpg
2016-05-26 13_02_54,B (Winter),train,trainB/2016-05-26 13_02_54.jpg
2016-05-27 02_32_38,B (Winter),train,trainB/2016-05-27 02_32_38.jpg
2016-05-27 17_16_39,A (Summer),train,trainA/2016-05-27 17_16_39.jpg
2016-05-27 17_56_10,B (Winter),test,testB/2016-05-27 17_56_10.jpg
2016-05-28 04_45_36,A (Summer),train,trainA/2016-05-28 04_45_36.jpg
2016-05-28 08_19_11,B (Winter),test,testB/2016-05-28 08_19_11.jpg
2016-05-28 13_29_34,A (Summer),train,trainA/2016-05-28 13_29_34.jpg
2016-05-28 19_30_50,B (Winter),test,testB/2016-05-28 19_30_50.jpg
2016-05-29 03_08_40,B (Winter),test,testB/2016-05-29 03_08_40.jpg
2016-05-29 05_11_04,A (Summer),train,trainA/2016-05-29 05_11_04.jpg
2016-05-29 15_01_08,A (Summer),train,trainA/2016-05-29 15_01_08.jpg
2016-05-29 18_32_55,A (Summer),train,trainA/2016-05-29 18_32_55.jpg
2016-05-30 13_17_15,B (Winter),train,trainB/2016-05-30 13_17_15.jpg
2016-05-30 19_06_50,B (Winter),test,testB/2016-05-30 19_06_50.jpg
2016-05-30 19_54_38,A (Summer),train,trainA/2016-05-30 19_54_38.jpg
2016-05-31 11_07_11,B (Winter),test,testB/2016-05-31 11_07_11.jpg
2016-05-31 21_58_23,A (Summer),train,trainA/2016-05-31 21_58_23.jpg
2016-06-01 12_17_42,B (Winter),train,trainB/2016-06-01 12_17_42.jpg
2016-06-01 22_16_13,A (Summer),train,trainA/2016-06-01 22_16_13.jpg
2016-06-02 11_08_27,A (Summer),train,trainA/2016-06-02 11_08_27.jpg
2016-06-02 19_55_42,A (Summer),train,trainA/2016-06-02 19_55_42.jpg
2016-06-03 03_10_42,B (Winter),train,trainB/2016-06-03 03_10_42.jpg
2016-06-03 04_02_17,A (Summer),train,trainA/2016-06-03 04_02_17.jpg
2016-06-03 20_02_48,A (Summer),train,trainA/2016-06-03 20_02_48.jpg
2016-06-04 10_51_27,A (Summer),train,trainA/2016-06-04 10_51_27.jpg
2016-06-04 18_22_33,A (Summer),train,trainA/2016-06-04 18_22_33.jpg
2016-06-04 19_56_58,A (Summer),train,trainA/2016-06-04 19_56_58.jpg
2016-06-06 19_18_18,A (Summer),train,trainA/2016-06-06 19_18_18.jpg
2016-06-07 20_22_20,B (Winter),test,testB/2016-06-07 20_22_20.jpg
2016-06-07 22_56_48,A (Summer),train,trainA/2016-06-07 22_56_48.jpg
2016-06-07 23_55_11,B (Winter),test,testB/2016-06-07 23_55_11.jpg
2016-06-08 20_27_07,A (Summer),train,trainA/2016-06-08 20_27_07.jpg
2016-06-10 01_20_48,B (Winter),train,trainB/2016-06-10 01_20_48.jpg
2016-06-10 05_23_33,A (Summer),train,trainA/2016-06-10 05_23_33.jpg
2016-06-11 05_21_30,B (Winter),test,testB/2016-06-11 05_21_30.jpg
2016-06-11 06_46_54,A (Summer),train,trainA/2016-06-11 06_46_54.jpg
2016-06-11 14_53_14,A (Summer),train,trainA/2016-06-11 14_53_14.jpg
2016-06-11 16_42_20,B (Winter),test,testB/2016-06-11 16_42_20.jpg
2016-06-11 19_02_37,A (Summer),train,trainA/2016-06-11 19_02_37.jpg
2016-06-12 07_39_02,A (Summer),train,trainA/2016-06-12 07_39_02.jpg
2016-06-12 15_33_14,A (Summer),train,trainA/2016-06-12 15_33_14.jpg
2016-06-12 18_48_28,A (Summer),train,trainA/2016-06-12 18_48_28.jpg
2016-06-13 09_53_10,B (Winter),test,testB/2016-06-13 09_53_10.jpg
2016-06-13 13_57_54,A (Summer),train,trainA/2016-06-13 13_57_54.jpg
2016-06-13 17_19_05,A (Summer),train,trainA/2016-06-13 17_19_05.jpg
2016-06-13 20_47_49,A (Summer),train,trainA/2016-06-13 20_47_49.jpg
2016-06-14 12_23_25,A (Summer),train,trainA/2016-06-14 12_23_25.jpg
2016-06-14 16_55_04,B (Winter),train,trainB/2016-06-14 16_55_04.jpg
2016-06-15 14_04_11,B (Winter),test,testB/2016-06-15 14_04_11.jpg
2016-06-16 11_28_12,B (Winter),train,trainB/2016-06-16 11_28_12.jpg
2016-06-16 13_35_44,A (Summer),train,trainA/2016-06-16 13_35_44.jpg
2016-06-16 22_55_47,B (Winter),train,trainB/2016-06-16 22_55_47.jpg
2016-06-16 23_36_39,A (Summer),train,trainA/2016-06-16 23_36_39.jpg
2016-06-17 06_08_16,A (Summer),train,trainA/2016-06-17 06_08_16.jpg
2016-06-17 13_07_33,A (Summer),train,trainA/2016-06-17 13_07_33.jpg
2016-06-17 15_57_36,A (Summer),train,trainA/2016-06-17 15_57_36.jpg
2016-06-18 13_47_36,A (Summer),train,trainA/2016-06-18 13_47_36.jpg
2016-06-18 18_32_53,A (Summer),train,trainA/2016-06-18 18_32_53.jpg
2016-06-19 15_16_20,B (Winter),test,testB/2016-06-19 15_16_20.jpg
2016-06-19 20_14_10,B (Winter),test,testB/2016-06-19 20_14_10.jpg
2016-06-19 20_35_56,A (Summer),train,trainA/2016-06-19 20_35_56.jpg
2016-06-20 01_25_42,A (Summer),train,trainA/2016-06-20 01_25_42.jpg
